track_id,title,song_id,release,artist_id,artist_name,year,duration,artist_hotttnesss,artist_familiarity,latitude,longitude,name,city,revgeocode
TROPANU128F149670B,The Operator,SOSAKSI12A6D4FA3FC,The North Pole By Submarine,ARQG7SN1187B9995BE,Bleep,1989,372.21832,0.33361071178,0.43773534711,51.50632,-0.12714,Bleep,UK - England - London,"Whitehall Trafalgar Square, Westminster, London SW1A, UK"
TRXWFQH128F42A24CE,Con Il Nastro Rosa,SOFHSUY12A8C13E186,Le Avventure Di Lucio Battisti E Mogol,AR0OZGN1187B99BC1C,Lucio Battisti,1980,250.22649,0.511662106594,0.635622352772,42.50172,12.88512,Lucio Battisti,"Poggio Bustone, Rieti, Italy","Localita' Pescatore, Poggio Bustone, RI 02018, Italy"
TRBJHDW128F427A8E0,SOS,SOBFXYG12A8C13BDB2,Moore Makes 4,ARUQNXV1187B98AE47,Ray Brown Trio / Ralph Moore,1991,284.94322,0.214809934176,0.402588162896,40.43831,-79.99745,Ray Brown Trio,"Pittsburgh, PA","414 Grant St, Pittsburgh, PA 15219, USA"
TRYUJVZ128F4267B84,At The End,SOGHRNS12A8C136B22,Poetica,ARYMQI31187B99F4D3,iio,2002,219.0624,0.413374789379,0.682833149668,40.71455,-74.00712,iio,"New York, NY","85 Chambers St, New York, NY 10007, USA"
TRISPJH128F932303D,The Hunting Song,SOBHWKH12AB01819B0,The Old Dope Peddler,ARJMYTZ1187FB54669,Tom Lehrer,1953,73.09016,0.392368757532,0.61323987632,37.77916,-122.42005,Tom Lehrer,"New York, NY","398 Van Ness Ave, San Francisco, CA 94103, USA"
TRQEHMO128F4231BF5,Mob Job (LP Version),SOUBOOW12A81357316,Spy Vs. Spy: The Music Of Ornette Coleman,AR65I1B1187FB4664E,John Zorn,1989,266.39628,0.448493252403,0.671461631403,40.71455,-74.00712,John Zorn,"New York, NY","85 Chambers St, New York, NY 10007, USA"
TRUYBEH128F424D981,Nothing's the Same,SOFGTDD12A8C137B2A,Numbered Days,ARO3MIG1187B9AA234,The Meeting Places,2006,176.5873,0.375174612145,0.553180804341,34.05349,-118.24532,The Meeting Places,"Los Angeles, CA","1st St & Broadway (Eastbound), Los Angeles, CA 90012, USA"
TRDXPYA128F427A84C,Bohemian Ballet,SOWGHQX12A8C137CD5,Boheme,AR3Q86S1187B9ADDCF,Deep Forest,1995,314.8273,0.455537721976,0.695421644696,37.27188,-119.27023,Ben Harper,California,"Shaver Lake, CA 93634, USA"
TRCMPSV128F92E3476,Do You Mean To Imply,SOTQCCM12AF72A9049,BY DESIGN,ARNO8TU1187B9AFE37,Billy Cobham,1999,592.8224,0.453524272095,0.583811419843,8.4177,-80.11278,Billy Cobham,Panama,"Rio Hato, Panama"
TRLEZZK128F92FBF57,Pollen And Salt,SOFWLPD12AB017A39B,On The Strength Of All Convinced,ARHRNT11187FB5BEE7,Daphne Loves Derby,2005,268.5122,0.477560217912,0.730275189801,47.38028,-122.23742,Daphne Loves Derby,"KENT, WASHINGTON","220 4th Ave S, Kent, WA 98032, USA"
TRTNMMW12903CD608E,Surrounded,SOOEQTG12AB018D8A0,Picture Perfect,ARWFLT91187FB3CE5D,SOiL,2009,216.08444,0.496738002574,0.733183277143,41.88415,-87.63241,"SOIL & ""PIMP"" SESSIONS",Chicago,"125 N LaSalle St, Chicago, IL 60602, USA"
TRXRSUD12903CEB6D1,Headless,SOXKLBB12AC3DF8223,Walk The Psycho[path],ARMGAWB1187FB46ECF,Run Level Zero,2003,276.68853,0.35803859834,0.534362090579,62.19845,17.55142,Run Level Zero,SWEDEN,"Unnamed Road, 862 96 Njurunda, Sweden"
TRCFVSR128F42A57D7,Na Laethe Bhí,SOJSPQC12A5891FFCD,3 Originals,ARPXDY61187B9AD0A8,Clannad,1993,319.50322,0.455769040429,0.684627553919,53.41961,-8.24055,Clannad,Ireland,"Porteen, Ballinasloe, Co. Roscommon, Ireland"
TRRIDRV128F422B01C,Haiku (Album Version),SOTJQDH12A8AE46D45,Marvin's Marvelous Mechanical Museum,ARN3WJ01187FB4086C,Tally Hall,2005,182.80444,0.43387056354,0.661586310134,42.32807,-83.7336,Tally Hall,"Ann Arbor, MI","3784 Pontiac Trail, Ann Arbor, MI 48105, USA"
TROEQUA128F4281C33,Bedlam Boys,SOGJWYZ12A8C139AC3,Four On The Floor,AR5J8MX1187FB55C0A,Old Blind Dogs,2007,304.09098,0.399690137546,0.563093283718,57.15382,-2.10679,Old Blind Dogs,"Aberdeen, Scotland","89-91 Hutcheon St, Aberdeen AB25 3RS, UK"
TRCXHNL12903CBF4F1,We Traveled So Far,SOMAEGF12AB0187DEC,The Age Of Miracles,ARO7FVB1187B9A53D8,Mary Chapin Carpenter,2010,267.93751,0.492031682694,0.615536129167,40.36033,-74.66429,Mary Chapin Carpenter,"Princeton, NJ","383 Witherspoon St, Princeton, NJ 08542, USA"
TRCDMNF128F931B292,All For Someone,SOGPCJT12AB0183784,The Complete Motown Singles_ Volume 5: 1965,AR0HQWM1187B98F453,The Monitors,2006,137.03791,0.329592033828,0.510927846964,42.33168,-83.04792,The Monitors,"Detroit, MI","76 Michigan Ave, Detroit, MI 48226, USA"
TRXLURZ128F92E3983,The New World,SOGJEBU12AAF3B2621,The New World,ARXOYVC1187FB3993B,Markus Schulz,2008,164.85832,0.551011741532,0.686253750088,53.38311,-1.46454,Richard H Kirk,"Sheffield, Yorkshire, England","Old Firth Rd Park Library, Sheffield, United Kingdom"
TRMUVYC128F4255F5B,Proud of You,SOXXLLZ12A8C137908,Division,ARBRIE41187FB4D1BE,10 Years,2008,351.58159,0.504098694987,0.828446873523,30.9742,-91.52382,10 Years,"310, Louisiana","12224 Cr-531, St Francisville, LA 70775, USA"
TRWKPYD128F931106C,Just Look What You've Done,SORYYHC12AB017EAE8,Greatest Hits & Rare Classics,AR7AG4Q1187B98E1E1,Brenda Holloway,1967,176.37832,0.418428681407,0.564691648533,35.48869,-120.66906,Brenda Holloway,"Atascadero, CA","6390 El Camino Real, Atascadero, CA 93422, USA"
TRKJXYZ128F42A9A97,Super Nature,SODGBJO12A8C13FF52,Euphonic 10 Years,AREPVT01187B9B43B4,Stoneface & Terminal,2006,464.61342,0.419617735198,0.525691106984,-35.30654,149.12656,Stoneface & Terminal,Canberra Australian Capital Territory Australia,"Parliament House, 1 Capital Cir, Capital Hill ACT 2600, Australia"
TRNCQSF128F931B796,When The Sun Comes Down (Album Version),SOLKBFJ12AB01860BC,Freedom In The Groove,ARN380K1187FB3791C,Joshua Redman,1996,435.06893,0.464182113318,0.623756570256,37.8695,-122.2705,Joshua Redman,"Berkeley, CA","2175 Milvia St, Berkeley, CA 94704, USA"
TRKWDLA128F4246B6B,Crime In Harlem,SONQFWK12A58A79AAC,The Best Of The Speeches,ARL0G0U1187FB56BE5,Malcolm X,2006,221.67465,0.309345920392,0.499202714106,41.26069,-95.93995,Malcolm X,"Omaha, NE","113 N 18th St, Omaha, NE 68102, USA"
TRVJXFY128F146FFCE,Wenn Ich Betrunken Bin,SOIMOCV12A6D4F5087,! Ich Kann,ART1A321187B99C0EA,Reinhard Mey,2000,482.82077,0.399822963492,0.577145162617,52.51607,13.37698,Reinhard Mey,"Berlin, Germany","Ebertstraße, 10117 Berlin, Germany"
TRKLZJJ128F92F89F2,Slush,SOHXQWR12AF72AB9CD,One Life Stand,ARWA8AH1187FB3FC84,Hot Chip,2010,386.71628,0.53576315772,0.852638932219,51.50632,-0.12714,Hot Chip,London,"Whitehall Trafalgar Square, Westminster, London SW1A, UK"
TRXVUPS128EF34C171,Babycom (Single Version),SOCVNQJ12A6BD55BFC,The People Are Trying To Sleep,AR2Z6PL1187FB43B79,Kelpe,2003,293.95546,0.463568346546,0.344799646382,51.16418,10.45415,Kelpe,GERMANY,"Höngedaer Weg 8E, 99986 Niederdorla, Germany"
TRXHENN128F92F8B1E,I Know Who I Am,SOFQXAV12A58920589,Speaking Louder Than Before,ARXTG3Q1187FB598E9,Jeremy Camp,2008,216.81587,0.591777020688,0.747312690628,36.16778,-86.77836,Jeremy Camp and Adie Camp,"Lafayette, IN","172 James Robertson Pkwy, Nashville, TN 37201, USA"
TRGIXPV12903CB6A01,The Underground Train,SOBKPVD12AB0183761,LO-FI Calypso (Digitally Remastered),ARK1C8Z1187B9ABAAB,Lord Kitchener,2002,175.3073,0.337896104457,0.502914605816,10.63239,-61.41389,Lord Kitchener,"Arima, St. George, Trinidad","20 Igneri Road, Trinidad and Tobago"
TRMYFPU128F42891F1,Isolada,SOPLQPW12A8C1367EF,Voz D' Amor,ARVK3EQ1187FB458B6,Cesaria Evora,2003,327.07873,0.418828892745,0.676808107467,37.77916,-122.42005,Césaria Evora,California - SF,"398 Van Ness Ave, San Francisco, CA 94103, USA"
TRBHAOB128F92F2D21,Helen of Troy,SOLEOEQ12A8C1387CB,Glorious,ARV9RX01187B993314,Eddie Izzard,1997,28.89098,0.553681165461,0.633190251157,12.80095,45.03352,Eddie Izzard,"Aden, Yemen","90, 'Adan, Yemen"
TRDOFVA128F14A13D9,Beneath,SOQNNFY12A6D4FAF33,Destroy Erase Improve,ARFSVL51187B9B00F2,Meshuggah,1995,338.1024,0.527209380872,0.843593743487,63.82525,20.26078,Meshuggah,"Umeå, Sweden","Storgatan 51b, 903 26 Umeå, Sweden"
TRDGFXO128F4286722,Sick File,SOXKRFS12AF72A4AC7,Icky Mettle,ARYN2HS1187FB4CD67,Archers Of Loaf,1993,103.10485,0.456057111293,0.609008140768,35.91463,-79.05661,Archers Of Loaf,"Chapel Hill, NC","205 N Columbia St, Chapel Hill, NC 27514, USA"
TRYYPAZ128F4272C4F,Rio,SOJSIVF12A8C13A94F,25 Jaar Na Mississippi,AR3TR4H1187FB5C344,Pussycat,1993,257.69751,0.388987661417,0.854488344781,52.1082,5.32986,Pussycat,NL,"Unnamed Road, 3832 Leusden, Netherlands"
TRFCXPB12903CC46A3,Riders In The Sky (Album Version),SOKWPTD12AB018923B,Cowboy Songs III,ARYN6H41187B98AA0F,Michael Martin Murphey,1993,208.74404,0.381959442168,0.531006983143,32.77815,-96.7954,Michael Martin Murphey,"Dallas, TX","1720 Young St, Dallas, TX 75201, USA"
TROIIVX128F145AA12,The Capture Of The Beast,SORSVWG12A6D4F67B8,6 6 6,ARW5SOD1187FB4D40F,Aphrodite's Child,1972,137.03791,0.478761015775,0.560673545833,31.19224,29.88987,Aphrodite's Child,"Alexandria, Egypt","75 El-Ghazaly, Meshmesh Al Basal, Al Labban, Alexandria Governorate, Egypt"
TRFLWPM128EF367193,Who Built This Station In The Midwest,SOSAFZO12A6D4F648A,Friendloverplane,ARTX9HU1187B99207A,The Blue Aeroplanes,1988,144.53506,0.368702892979,0.519750319958,51.45366,-2.59143,The Blue Aeroplanes,"Bristol, England","37 Bristol Bridge, Bristol BS1 6UX, UK"
TROSSSY128F145FCA5,Love The One You're With,SOWWHMO12A6D4F7957,The '70s Anthology,ARI46PY1187FB47BDB,The Supremes / Four Tops,1972,227.39546,0.358080993437,0.681189462119,43.02809,-83.32278,The Supremes / Four Tops,"Columbus, OH","1224 S Lapeer Rd, Lapeer, MI 48446, USA"
TRMEKAO12903CE6BA2,What Comes Around,SOGAMYI12AC39266A8,All Boro Kings,AR7FN7T1187FB3DF8A,Dog Eat Dog,1994,202.50077,0.445363473408,0.667128375471,40.94757,-74.08317,Dog Eat Dog,"Bergen County, New Jersey, USA","Ender Hall, Paramus, NJ 07652, USA"
TRKOYIB12903CAC662,Still...You Turn Me On,SOPGUXP12AB0183F1C,Live At The Royal Albert Hall,ARMR7HO1187FB462CB,Emerson_ Lake & Palmer,2008,193.802,0.447247962709,0.700441995467,52.88356,-1.97406,Emerson_ Lake & Palmer,Inglaterra,"Shaw Farm, Uttoxeter ST14 8SF, United Kingdom"
TRYAFCF12903CB11D9,Circular Thoughts,SOYSUJQ12AB018B4AA,Scarlet's Remains,ARLGWFM1187FB4AC9F,Scarlet's Remains,2005,224.60036,0.393121933571,0.527865076159,34.05349,-118.24532,Scarlet's Remains,California - LA,"1st St & Broadway (Eastbound), Los Angeles, CA 90012, USA"
TRHWMHC12903CFD57C,Gold in the Hills,SOSACGC12AC960D9DC,Hoop + Wire,ARODHLU1187FB4645B,Boy Eats Drum Machine,2010,246.59546,0.439467566832,0.538781497977,45.51179,-122.67563,Boy Eats Drum Machine,"Portland, Oregon","1501 SW Naito Pkwy, Portland, OR 97201, USA"
TRZSQDS128F4231FB7,Mama Rosin,SOAOGTA12A8AE4813A,French Blues,AR0H2L21187FB3B2C3,Nathan Abshire,1993,169.42975,0.313143740214,0.400164110554,34.05349,-118.24532,Nathan Abshire,"Gueyden, LA","1st St & Broadway (Eastbound), Los Angeles, CA 90012, USA"
TREUKZS128F4230687,Together In Electric Dreams,SOXPXRQ12A81C223E2,Together In Electric Dreams,AROZXRY1187FB397CB,Lali Puna,2000,271.20281,0.49954771683,0.64733362274,48.13641,11.57752,Lali Puna,"Munich, Germany","Tal 1, 80331 München, Germany"
TROWPWT128F9332651,Weeping Willow Rag,SOGFANE12AB01811F4,The Greatest Ragtime Of The Century,ARRTPN61187B9A3812,Scott Joplin,1987,201.87383,0.407118940692,0.589896093869,33.55943,-97.84835,Scott Joplin,"Bowie City, TX","215 N Mason St, Bowie, TX 76230, USA"
TRMJJZO128F423629C,Christmas Eve Blues,SOCUOUS12A8AE460E5,The Complete Classic Sides Remastered: Chicago 1928 Disc C,ARE36MM1187B991E50,Blind Lemon Jefferson,2007,178.38975,0.3828469015,0.594866645475,31.1689,-100.07715,Blind Lemon Jefferson,"Couchman, TX","Eden, TX 76837, USA"
TRBIGHX128F1499F41,Just Another Lonely Night,SOVXERK12A6D4F93CF,Johnny Gill,ARA6FM21187FB5A1EC,Johnny Gill,1990,253.70077,0.377213619883,0.592996701977,39.20916,-76.86731,Johnny Gill,"COLUMBIA, Maryland","10960 Grantchester Way, Columbia, MD 21044, USA"
TRJKKFT128F4258FD0,Unisols On Fire,SOQQZIO12A8C1382FD,Universal Soldier,ARU73P31187FB522BF,Christopher Franke,1992,158.69342,0.352870516994,0.537396533633,52.51607,13.37698,Christopher Franke,"Berlin, Germany","Ebertstraße, 10117 Berlin, Germany"
TRHPNZI128F92DD7A4,Every Day Is Christmas With You,SOADULF12A8C1408A2,To Get a Better Hold You've Got To Loosen Yr Grip,ARDXEPD1187B98C933,Boyracer,2002,107.65016,0.344702885816,0.52583182275,53.79449,-1.54658,Boyracer,"Leeds, England","23 Neville St, Leeds LS1 4BT, UK"
TROLLRQ12903CF7205,Paper Moon,SOFNZFQ12A8C13E749,Sing You Sinners,ARSS4I01187FB400D9,Erin McKeown,2007,124.65587,0.455378786837,0.644241924129,42.31781,-72.63238,Erin McKeown,"Northampton, MA","221 Main St, Northampton, MA 01060, USA"
TRWHPZA128F92F737D,Modern World,SOWEORW12A8C142ED2,Walk In The Fire,ARDFZ8B1187B988E81,Strangeways,1989,266.00444,0.401047573063,0.553698758716,42.31256,-71.08868,Strangeways,Mass. - Boston,"66 Crawford St, Boston, MA 02121, USA"
TRHPVZM128F427A94B,Lowbrow-Sex. Violence. Death,SOEMYHN12A8C136653,Wage Of Mayhem,ARZJDBC1187FB52056,Nasty Savage,1984,163.65669,0.307312998229,0.421572960442,27.94017,-82.32547,Nasty Savage,"Brandon, Florida","2604 W Brandon Blvd, Brandon, FL 33511, USA"
TROXTGS128F9331D2E,30's In The Thousands,SOECWSM12AB0187F18,Flight Of The Bass Delegate,ARK5C6P1187B992105,The Jai-Alai Savant,2007,156.1073,0.346712223442,0.509336627508,39.95227,-75.16237,The Jai-Alai Savant,"Philadelphia, PA","1325 Market St, Philadelphia, PA 19107, USA"
TRDDWVY128E0783738,Operation Spirit (The Tyranny Of Tradition),SOWWVXL12A6310E221,Best Of Live,ARE2DJ41187B99083E,Live,1991,199.18322,0.565540690904,0.822254314425,39.90685,-76.65859,Live,"York, PA","2972 S Queen St, Dallastown, PA 17313, USA"
TRORGCL128F145D69C,La Tempete,SODSDQI12A58A7F5D4,Passenger,AR605YR1187FB3FA7B,Tara MacLean,1999,230.94812,0.475794232057,0.561500393,42.31256,-71.08868,Ok. Volca,Mass. - Boston,"66 Crawford St, Boston, MA 02121, USA"
TREMGWF128F9303DE7,Lover's Promise,SONKHCC12A58A7FE88,Narada Guitar,ARI4S0E1187B9B06C0,David Arkenstone,1994,217.99138,0.430942043436,0.639396479557,35.83073,-85.97874,David Arkenstone,Tennessee,"1047 Goodridge Rd, Woodbury, TN 37190, USA"
TRQEJDU128F14AD390,Thailand,SOMGIRS12A6D4FCD5D,Stealth,AR035N21187FB3938E,BT,2005,140.45995,0.512226738318,0.786427083379,34.23294,-102.4102,BT feat. Erire,Earth,"110 E Main St, Earth, TX 79031, USA"
TRTQTHY128F92DCFAB,Raumkruemmung,SOSUIAX12A8C141930,Meine Reise,ARVOPGC1187B9A2997,Kay D. Smith,2002,348.26404,0.28635188889,0.420990429709,41.65381,-83.53626,Gabry Fasano,"Rumble Ville Toledo, Ohio","615 Adams St, Toledo, OH 43604, USA"
TRLNAJF128F428481E,Gotta Move On,SOJPCCA12A8C1385F0,Underneath,ARQOC971187B9910FA,The Verve Pipe,2001,221.72689,0.49839533835,0.703349440412,42.73383,-84.59334,The Verve Pipe,"Lansing, MI","3209 W Michigan Ave, Lansing, MI 48917, USA"
TRHYUYZ128F428553A,Night At the Knight School,SOYBQKD12A8C13F033,Book of Bad Breaks,AR2DJLP1187B9AC38D,Thee More Shallows,2007,203.72853,0.39507900173,0.655558671044,37.77916,-122.42005,Thee More Shallows,"San Francisco, CA","398 Van Ness Ave, San Francisco, CA 94103, USA"
TRRBQZI12903CDD8E8,Worlds Collide,SOJVWYD12AF72AC91E,True Nature Unfolds,ARD4K2V1187FB49367,Callisto,2004,316.36853,0.44878794202,0.620585307723,63.8313,23.1362,Callisto,"Kokkola, Finland","Kyrklundsgatan 19, 67700 Karleby, Finland"
TRBYIKP12903CB2479,Tokyo,SOCCCBP12A8C132099,The Omaha Record,ARELMNO1187FB52929,Bottom Of The Hudson,2003,248.55465,0.3584235862,0.498758408114,38.03213,-78.47753,Bottom Of The Hudson,"Charlottesville, VA","411 US-250 BUS, Charlottesville, VA 22902, USA"
TRQRXBQ128F145A48C,Red Red Sun,SOVYUBK12A58A7869B,Listen Like Thieves,ARU2T6V1187FB5590B,INXS,1985,214.33424,0.582079721646,0.764301194315,-24.9162,133.39311,INXS,AUSTRALIA - Aus. Cap. Terr.,"Unnamed Road, Ghan NT 0872, Australia"
TRXQMJZ128F92FB358,Lone Tree Point,SOVBQTC12AF72A6F35,myohioactionpalboygoldgod300,ARPJ2UV1187B9B1860,Dianogah,1997,183.35302,0.397845068283,0.543642886572,41.88415,-87.63241,Blind Ego,"Chicago, IL","125 N LaSalle St, Chicago, IL 60602, USA"
TRISHJV128F934DF5F,Smalltown Boy,SOLHGTK12AB0183BD5,70's - 80's - 90's Party Collection vol.1,AR31JBY1187FB377A1,Bronski Beat,1984,434.57261,0.427133375175,0.624440692271,51.50632,-0.12714,Bronski Beat,"London, England","Whitehall Trafalgar Square, Westminster, London SW1A, UK"
TRUIVMY128F92E41BC,Already Numb,SOQGIDU12AAF3B22B0,Western Sci-Fi,ARDAKF01187B9B11BE,Loner,2009,227.29098,0.355783483948,0.473902850159,38.00335,-79.77127,Loner,Virginia,"Lime Kiln Rd, Millboro, VA 24460, USA"
TROMSGU128F932E2A7,Zadrzacu pravo,SOTFVTD12AB017D24C,Decenija,AR6ZO1H1187FB4DC49,Ceca - Svetlana Raznatovic,2001,253.04771,0.415099283828,0.548296506098,44.04981,20.91079,Ceca Raznatovic,Serbia,"Molerova St, Kragujevac, Serbia"
TRONEWP128F9332D6E,Sub-bass Experience,SOHWUXB12AB0186198,Optimo presents In Order To Edit,ARRBHUK1187FB4D1EF,Joey Beltram,1991,211.722,0.425163214244,0.657426524841,40.7038,-73.83168,Joey Beltram,"Queens, NY","84-30 120th St, Jamaica, NY 11415, USA"
TRRABMV128F4243021,Solitary Hiro (Album),SOYZYTT12A8C134322,The Pigeon Is The Most Popular Bird,ARMZVDI1187FB4C39C,Six Finger Satellite,1993,139.4673,0.342824172758,0.514086701114,41.66122,-71.55587,Six Finger Satellite,Rhode Island,"687 Centre of New England Blvd, Coventry, RI 02816, USA"
TRDQRDZ128F14A3028,De Fiesta En Fiesta,SOMUFQU12A6D4FA955,Gestos De Amor,ARDUNQP1187B9B97A8,Mercedes Sosa,1994,147.46077,0.400608576772,0.628461583749,-37.0907,-63.58481,Mercedes Sosa,Tucum� Argentina,"Unnamed Road, La Pampa, Argentina"
TRSUDTE128F42A640B,Do The Lasso (w/Mistah F.A.B. &  Fabo of D4L) (Amended Album Version),SONRTBH12A8C13FE81,They Can't Deport Us All,AR7DQY51187B9B2D88,Chingo Bling w/ Mistah F.A.B. And Fabo of D4L,2007,247.17016,0.417864515777,0.837133747411,31.1689,-100.07715,Chingo Bling w/ Paul Wall,Texas,"Eden, TX 76837, USA"
TRWQDTC12903CBF492,Release Me,SOMOSOL12AB018B9D8,Total 60s,AR714KG1187FB58FCB,Engelbert Humperdinck,1966,198.26893,0.431757138976,0.593314917889,13.05939,80.24567,Engelbert Humperdinck,"Madras, India","17/5, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India"
TRCKTUY128F42950FA,Real Life,SOGELYI12A8C140E81,Timeless,AR35YUO1187B9AD83E,Wet Wet Wet,2007,286.69342,0.411195687878,0.642280769426,55.8578,-4.24251,Wet Wet Wet,"Glasgow, Scotland","63 High St, Glasgow G1 1NW, UK"
TRWGIAN128F4237118,It Ain't No Crime,SOOCVKL12A6D4F85F3,Keren Ann,ARK84KY1187FB4599A,Keren Ann,2007,256.39138,0.44795720409400003,0.696528839249,31.3893,35.36124,Keren Ann,Israel,"Dead Sea Region, Israel"
TRNCLZR128F425E349,Valerie,SOUIKWX12A8AE47AAF,Valerie,ARPM1O31187B9A0ECD,Mark Ronson featuring Amy Winehouse,2008,216.18893,0.530542345939,0.84034986236,52.88356,-1.97406,Mark Ronson featuring Santo Gold,England,"Shaw Farm, Uttoxeter ST14 8SF, United Kingdom"
TRUWWKW128F42916E3,You Don't Know My Name,SOLYUHQ12A8C13A5E8,You Don't Know My Name,AR52EZT1187B9900BF,Alicia Keys,2003,267.4673,0.778673579184,0.93391610637,40.8079,-73.9454,Alicia Keys,"Harlem, New York","125 Street Station, New York, NY 10027, USA"
TRVNMWW128E078DD12,Cracks Of My Broken Heart (Album Version),SOSPWNW12A58A7A9C4,Hurricane,ARZ6JUN1187FB586FE,Eric Benét,2005,275.46077,0.589897622276,0.63336657595800006,43.04181,-87.90684,Eric Benet,"Milwaukee, Wisconsin","828 N Milwaukee St, Milwaukee, WI 53202, USA"
TRLGDAS128F42608A6,Chocolate River,SOJKWST12A8C132BD4,Travel With Your Mind,ARK8V0Q1187FB5C04F,The Seeds,1993,192.7571,0.401665942829,0.609719500717,34.05349,-118.24532,The Seeds,"Los Angeles, CA","1st St & Broadway (Eastbound), Los Angeles, CA 90012, USA"
TRCUIPG128F931781F,1999 (Millennia Mixes - Prince / Tafkap cover),SONCQLH12AB017D43F,Regenerated X,AR5QDUW1187B9AF6F1,Regenerator,2003,315.92444,0.371396211727,0.506977314361,34.05349,-118.24532,Regenerator,California - LA,"1st St & Broadway (Eastbound), Los Angeles, CA 90012, USA"
TRNBMVK128F9327DE0,Youth (Album Version),SOGKOIN12AB0182644,Youth,ARUJQ861187FB4E034,Kissy Sell Out,2009,241.03138,0.440346948316,0.590134254285,40.71455,-74.00712,Kissy Sell Out,NY - New York City,"85 Chambers St, New York, NY 10007, USA"
TRPZTSQ128F92CD146,A Good Day For Lovin',SOKUNCV12A8C142D8F,Shades Of Al Green,ARAMLN61187FB4EBEC,Ann Peebles,1978,171.62404,0.392309647099,0.617549929556,38.62774,-90.19951,Ann Peebles,"St. Louis, MO","1284 Market St, St. Louis, MO 63103, USA"
TRNTVKM128F932A652,Payback,SOILZHA12AB0188C01,Imperial Pressure,ARW0H1K1187FB3BB05,Beat Assailant,2008,249.62567,0.414068603401,0.639929747824,-43.53131,172.6373,Beat Assailant,Christchurch New Zealand,"14 Cathedral Square, Christchurch Central City, Christchurch 8011, New Zealand"
TROKQBU128F42A001F,A Little Lost,SOCQREH12A8C13E1B5,Four Songs By Arthur Russell,AR3AL881187FB44B52,Jens Lekman,2007,211.80036,0.464073901229,0.686240782956,57.70133,11.96689,Jens Lekman,"Gothenburg, Sweden","Raoul Wallenbergs gata, Göteborg, Sweden"
